Ref,Val,Package,PosX,PosY,Rot,Side
"K_SPACE24","KEYSW","MXOnly-1U-NoLED",28.575000,28.575000,0.000000,top
"K_SPACE25","KEYSW","MXOnly-1U-NoLED",47.625000,28.575000,0.000000,top
"K_SPACE26","KEYSW","MXOnly-1U-NoLED",66.675000,28.575000,0.000000,top
"K_SPACE27","KEYSW","MXOnly-1U-NoLED",85.725000,28.575000,0.000000,top
"K_SPACE28","KEYSW","MXOnly-1U-NoLED",104.775000,28.575000,0.000000,top
"K_SPACE29","KEYSW","MXOnly-1U-NoLED",123.825000,28.575000,0.000000,top
"K_SPACE30","KEYSW","MXOnly-1U-NoLED",142.875000,28.575000,0.000000,top
"K_SPACE31","KEYSW","MXOnly-1U-NoLED",161.925000,28.575000,0.000000,top
"K_SPACE32","KEYSW","MXOnly-1U-NoLED",180.975000,28.575000,0.000000,top
"K_SPACE33","KEYSW","MXOnly-1U-NoLED",200.025000,28.575000,0.000000,top
"K_SPACE34","KEYSW","MXOnly-1.5U-NoLED",42.862500,9.525000,0.000000,top
"K_SPACE35","KEYSW","MXOnly-1U-NoLED",66.675000,9.525000,0.000000,top
"K_SPACE36","KEYSW","MXOnly-1U-NoLED",85.725000,9.525000,0.000000,top
"K_SPACE37","KEYSW","MXOnly-1U-NoLED",104.775000,9.525000,0.000000,top
"K_SPACE38","KEYSW","MXOnly-1U-NoLED",123.825000,9.525000,0.000000,top
"K_SPACE39","KEYSW","MXOnly-1U-NoLED",142.875000,9.525000,0.000000,top
"K_SPACE40","KEYSW","MXOnly-1.5U-NoLED",166.687500,9.525000,0.000000,top
"K_SPACE41","KEYSW","MXOnly-1U-NoLED",38.100000,9.525000,0.000000,top
"K_SPACE42","KEYSW","MXOnly-1U-NoLED",57.150000,9.525000,0.000000,top
"K_SPACE43","KEYSW","MXOnly-2U-ReversedStabilizers-NoLED",85.725000,9.525000,0.000000,top
"K_SPACE44","KEYSW","MXOnly-2U-ReversedStabilizers-NoLED",123.825000,9.525000,0.000000,top
"K_SPACE45","KEYSW","MXOnly-1U-NoLED",152.400000,9.525000,0.000000,top
"K_SPACE46","KEYSW","MXOnly-1U-NoLED",171.450000,9.525000,0.000000,top
"K_SPACE47","KEYSW","MXOnly-2.25U-ReversedStabilizers-NoLED",78.581250,9.525000,0.000000,top
"K_SPACE48","KEYSW","MXOnly-2.75U-ReversedStabilizers-NoLED",126.206250,9.525000,0.000000,top
"K_SPACE49","KEYSW","MXOnly-1.25U-NoLED",59.531250,9.525000,0.000000,top
"K_SPACE50","KEYSW","MXOnly-1.75U-NoLED",88.106250,9.525000,0.000000,top
"K_SPACE51","KEYSW","MXOnly-1.75U-NoLED",121.443750,9.525000,0.000000,top
"K_SPACE52","KEYSW","MXOnly-1.25U-NoLED",150.018750,9.525000,0.000000,top
"K_SPACE53","KEYSW","MXOnly-1.25U-NoLED",40.481250,9.525000,0.000000,top
"K_SPACE54","KEYSW","MXOnly-1.25U-NoLED",64.293750,9.525000,0.000000,top
"K_SPACE55","KEYSW","MXOnly-1.25U-NoLED",145.256250,9.525000,0.000000,top
"K_SPACE56","KEYSW","MXOnly-1.25U-NoLED",169.068750,9.525000,0.000000,top
"K_SPACE57","KEYSW","MXOnly-3U-ReversedStabilizers-NoLED",76.200000,9.525000,0.000000,top
"K_SPACE58","KEYSW","MXOnly-3U-ReversedStabilizers-NoLED",133.350000,9.525000,0.000000,top
"K_SPACE59","KEYSW","MXOnly-3U-ReversedStabilizers-NoLED",104.775000,9.525000,0.000000,top
"K_SPACE60","KEYSW","MXOnly-1.5U-NoLED",90.487500,9.525000,0.000000,top
"K_SPACE61","KEYSW","MXOnly-1.5U-NoLED",119.062500,9.525000,0.000000,top
"OL1","OLED","OLED_v2",104.775000,38.001664,0.000000,top
"OL2","OLED","OLED_v2",104.775000,56.356250,180.000000,top
"REF**","3U","MXOnly-3U-NoSwitch",104.775000,47.625000,90.000000,top
"SW2","RotaryEncoder_Switch","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm",102.275000,59.181764,90.000000,top
"SW3","RotaryEncoder_Switch","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm",102.275000,40.128219,90.000000,top
"SW4","RotaryEncoder_Switch","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm",102.275000,21.079052,90.000000,top
"SW5","SW_PUSH","PinHeader_1x02_P2.54mm_Vertical",57.150001,55.880000,180.000000,top
"SW6","SW_PUSH","SW_SPST_SKQG_WithoutStem",57.150001,57.150001,180.000000,top
